"","player_name","player_team","round","DSSal_Hist","dreamTeamPoints"
"15015","Todd Marshall","PTA",20,6130,75
"15016","Sam Powell-Pepper","PTA",20,10360,106
"15017","Matt Guelfi","ESS",20,8170,67
"15018","Xavier Duursma","PTA",20,11280,98
"15019","Connor Rozee","PTA",20,9440,101
"15020","George Hewett","SYD",20,11730,68
"15021","Zak Jones","SYD",20,11390,94
"15022","Callum Mills","SYD",20,12620,51
"15023","Tom Papley","SYD",20,10920,105
"15024","Nick Haynes","GWS",20,11250,104
"15025","Sam J. Reid","GWS",20,9150,106
"15026","Lachlan Keeffe","GWS",20,6350,35
"15027","Oliver Florent","SYD",20,8780,91
"15028","Robbie Fox","SYD",20,6550,51
"15029","Michael Walters","FRE",20,13710,123
"15031","Mark Blicavs","GEE",20,9680,72
"15032","Aaron Sandilands","FRE",20,10410,76
"15033","Darcy Tucker","FRE",20,10260,90
"15034","Jed Bews","GEE",20,6800,52
"15035","Connor Blakely","FRE",20,12450,88
"15036","Ethan Hughes","FRE",20,7800,90
"15037","Gary Rohan","GEE",20,7330,34
"15038","Griffin Logue","FRE",20,7690,32
"15039","Adam Cerra","FRE",20,7860,73
"15040","Gryan Miers","GEE",20,9090,42
"15041","Jordan Clark","GEE",20,10400,33
"15042","Shane Edwards","RIC",20,9530,90
"15043","Christian Salem","MEL",20,12940,67
"15044","Dan Butler","RIC",20,7400,47
"15045","Corey Wagner","MEL",20,6980,60
"15046","Mabior Chol","RIC",20,8610,38
"15047","Oskar Baker","MEL",20,8180,46
"15048","Bayley Fritsch","MEL",20,11430,100
"15049","Eddie Betts","ADE",20,8350,65
"15050","Luke Brown","ADE",20,8380,72
"15051","Jack Lonie","STK",20,10050,52
"15052","Riley Knight","ADE",20,10360,48
"15053","Jake Carlisle","STK",20,8680,50
"15057","Patrick Ambrose","ESS",20,6170,43
"15062","Cameron Sutcliffe","PTA",20,6730,75
"15065","Matthew Broadbent","PTA",20,12380,79
"15067","Tom Jonas","PTA",20,10230,36
"15073","Tom Clurey","PTA",20,8140,60
"15103","Zak Butters","PTA",20,8390,34
"15113","Phil Davis","GWS",20,10450,42
"15116","Heath Shaw","GWS",20,12130,95
"15121","Kieren Jack","SYD",20,7870,47
"15128","Daniel Menzel","SYD",20,6510,64
"15132","Aliir Aliir","SYD",20,9450,63
"15138","Harry Perryman","GWS",20,11110,68
"15147","Sam Reid","SYD",20,9920,66
"15155","Tom McCartin","SYD",20,6700,53
"15161","Nick Blakey","SYD",20,7570,49
"15176","Lachlan Henderson","GEE",20,8530,57
"15178","Jake Kolodjashnij","GEE",20,7430,33
"15181","Brandon Matera","FRE",20,8690,80
"15182","Joel Hamling","FRE",20,6450,44
"15184","Sam Menegola","GEE",20,11720,71
"15188","Sean Darcy","FRE",20,9710,54
"15189","Taylin Duman","FRE",20,9750,73
"15197","Jack Henry","GEE",20,7060,44
"15204","Bailey Banfield","FRE",20,8840,54
"15210","Sam Switkowski","FRE",20,7110,89
"15214","Lachlan Schultz","FRE",20,7280,45
"15218","Tom Atkins","GEE",20,7610,57
"15228","David Astbury","RIC",20,9240,70
"15230","Dylan Grimes","RIC",20,8670,32
"15235","Sam Frost","MEL",20,8430,74
"15238","Nathan Jones","MEL",20,10440,67
"15239","Oscar McDonald","MEL",20,5310,38
"15245","Jake Lever","MEL",20,9450,64
"15252","Jayden Hunt","MEL",20,8090,32
"15253","Christian Petracca","MEL",20,11410,66
"15254","Jason Castagna","RIC",20,10380,68
"15255","Nathan Broad","RIC",20,7880,54
"15259","Michael Hibberd","MEL",20,8500,89
"15265","Ivan Soldo","RIC",20,9450,77
"15267","Liam Baker","RIC",20,10480,29
"15293","Kyle Hartigan","ADE",20,6650,14
"15296","David Mackay","ADE",20,9200,103
"15298","Daniel Talia","ADE",20,7680,72
"15299","Nathan Brown","STK",20,5000,32
"15303","Josh Bruce","STK",20,9450,47
"15311","Tim Membrey","STK",20,9640,100
"15315","Daniel McKenzie","STK",20,6500,29
"15316","Jake Kelly","ADE",20,9810,67
"15317","Andy Otten","ADE",20,9090,65
"15329","Ben Long","STK",20,7910,26
"15333","Lachlan Murphy","ADE",20,8560,48
"15346","Nick Hind","STK",20,6570,43
"15348","Matthew Parker","STK",20,7570,52
"15349","Callum Wilkie","STK",20,8950,65
"15352","Todd Goldstein","NTH",5,13530,66
"15353","Zach Merrett","ESS",5,15750,143
"15354","Andrew McGrath","ESS",5,10650,79
"15355","Shaun Higgins","NTH",5,14730,97
"15356","Dyson Heppell","ESS",5,14820,123
"15357","Brayden Ham","ESS",5,5000,58
"15358","Aaron Hall","NTH",5,11690,65
"15359","Jordan Ridley","ESS",5,8320,65
"15360","Dylan Shiel","ESS",5,14210,127
"15361","Jake Stringer","ESS",5,9390,73
"15362","Orazio Fantasia","ESS",5,10190,101
"15363","Bailey Scott","NTH",5,7930,43
"15364","Tom Bellchambers","ESS",5,10800,70
"15365","Ben Cunnington","NTH",5,12790,78
"15366","Joe Daniher","ESS",5,9900,64
"15367","Jared Polec","NTH",5,13000,79
"15368","Darcy Parish","ESS",5,11290,76
"15369","Paul Ahern","NTH",5,9520,38
"15370","Ben Brown","NTH",5,8790,61
"15371","Luke Davies-Uniacke","NTH",5,8590,54
"15372","Shaun Atley","NTH",5,10630,65
"15373","Jasper Pittard","NTH",5,11820,86
"15374","Trent Dumont","NTH",5,13760,105
"15375","Jamie Macmillan","NTH",5,11390,92
"15376","Jack Ziebell","NTH",5,11710,32
"15377","Cale Hooker","ESS",5,11560,95
"15378","Adam Saad","ESS",5,8860,57
"15379","Michael Hurley","ESS",5,12010,106
"15380","Matt Guelfi","ESS",5,7530,67
"15381","Mason Redman","ESS",5,9660,68
"15382","Anthony McDonald-Tipungwuti","ESS",5,11150,62
"15383","Scott D. Thompson","NTH",5,9450,62
"15384","Kayne Turner","NTH",5,7670,44
"15385","Cameron Zurhaar","NTH",5,5850,64
"15386","Mason Wood","NTH",5,9240,47
"15387","Mitch Brown","ESS",5,11090,95
"15388","Jed Anderson","NTH",5,11620,87
"15389","Robbie Tarrant","NTH",5,10700,74
"15390","David Myers","ESS",5,10890,59
"15391","Sam Wright","NTH",5,10360,49
"15393","Jy Simpkin","NTH",5,8700,47
"15394","Mark Baguley","ESS",5,8110,17
"15396","Patrick Ambrose","ESS",5,6360,27
"15397","Conor McKenna","ESS",5,9490,77
"15443","Lachie Whitfield","GWS",23,15110,118
"15444","Josh Kelly","GWS",23,15100,120
"15445","Jeremy Cameron","GWS",23,11630,154
"15446","Chad Wingard","HAW",23,11440,106
"15447","Lance Franklin","SYD",23,9750,107
"15448","Isaac Cumming","GWS",23,5890,66
"15449","Jacob Dawson","GCS",23,8890,72
"15450","Quinton Narkle","GEE",23,7630,111
"15451","Oliver Florent","SYD",23,11730,56
"15452","Tim Taranto","GWS",23,15770,104
"15453","Ben Cunnington","NTH",23,11300,39
"15454","Gary Ablett","GEE",23,11900,121
"15455","Sam Reid","SYD",23,9960,68
"15456","Zac Williams","GWS",23,14380,91
"15457","Todd Goldstein","NTH",23,11920,60
"15458","Jy Simpkin","NTH",23,10070,39
"15459","Patrick Cripps","CAR",23,13980,136
"15460","Shane Mumford","GWS",23,8270,73
"15461","Andrew Gaff","WCE",23,14650,129
"15462","Dan Hannebery","STK",23,12760,99
"15463","Nick Blakey","SYD",23,7850,53
"15464","Heath Shaw","GWS",23,10990,108
"15465","Adam Tomlinson","GWS",23,9520,89
"15466","Jarrod Witts","GCS",23,14440,154
"15467","Rowan Marshall","STK",23,15980,92
"15468","Mitch Duncan","GEE",23,14320,88
"15469","Tim Kelly","GEE",23,13110,87
"15470","Shannon Hurn","WCE",23,12390,88
"15471","Lachlan Keeffe","GWS",23,5890,28
"15472","Ian Hill","GWS",23,6490,69
"15473","Jordan Lewis","MEL",23,8600,87
"15474","Trent Dumont","NTH",23,11580,87
"15475","Patrick Dangerfield","GEE",23,15720,150
"15476","Touk Miller","GCS",23,12400,84
"15477","Brayden Fiorini","GCS",23,12710,81
"15478","Elliot Yeo","WCE",23,14700,110
"15479","Tom Hickey","WCE",23,10320,57
"15480","Jamie Macmillan","NTH",23,10450,47
"15481","Jack Ziebell","NTH",23,13780,94
"15482","Matthew Kreuzer","CAR",23,12660,79
"15483","Tom Hawkins","GEE",23,9960,23
"15484","Adam Kennedy","GWS",23,9050,68
"15485","Caleb Graham","GCS",23,5610,35
"15486","Robbie Fox","SYD",23,7040,68
"15487","Hunter Clark","STK",23,11850,71
"15488","Nick Hind","STK",23,6960,25
"15489","Corey Wagner","MEL",23,7600,38
"15490","Sam Rowe","STK",23,5930,39
"15491","Sebastian Ross","STK",23,13720,103
"15492","James Rowbottom","SYD",23,9340,54
"15493","Jack Viney","MEL",23,11850,76
"15494","Shaun Higgins","NTH",23,14480,110
"15495","Angus Brayshaw","MEL",23,13240,85
"15496","Paddy Dow","CAR",23,6930,40
"15497","Matt de Boer","GWS",23,9700,82
"15498","Harry Perryman","GWS",23,10890,76
"15499","Jonathon Ceglar","HAW",23,10880,103
"15500","James Sicily","HAW",23,10440,93
"15501","Chris Masten","WCE",23,9390,79
"15502","Josh P. Kennedy","SYD",23,12790,150
"15503","Jack Newnes","STK",23,8880,30
"15504","Jarrad McVeigh","SYD",23,9940,45
"15505","Aliir Aliir","SYD",23,9870,64
"15506","Clayton Oliver","MEL",23,15140,112
"15507","Ben Brown","NTH",23,11690,84
"15508","Scott D. Thompson","NTH",23,7960,55
"15509","Michael Hibberd","MEL",23,8640,69
"15510","Braydon Preuss","MEL",23,8180,38
"15511","Kade Simpson","CAR",23,12250,58
"15512","Joel Selwood","GEE",23,11100,65
"15513","Jeremy Finlayson","GWS",23,10860,69
"15514","Jack Bowes","GCS",23,9500,84
"15515","Josh J. Kennedy","WCE",23,7400,56
"15516","James Worpel","HAW",23,15020,67
"15517","Isaac Heeney","SYD",23,13570,57
"15518","Jake Lloyd","SYD",23,15380,93
"15519","Daniel Menzel","SYD",23,7190,34
"15520","Ben Ronke","SYD",23,6630,84
"15521","Jasper Pittard","NTH",23,9410,79
"15522","Cameron Guthrie","GEE",23,10230,60
"15523","Rhys Stanley","GEE",23,11790,96
"15524","Dale Thomas","CAR",23,11040,77
"15525","Esava Ratugolea","GEE",23,8070,62
"15526","Jarrod Harbrow","GCS",23,9790,66
"15527","Michael Rischitelli","GCS",23,6850,35
"15528","Pearce Hanley","GCS",23,11690,80
"15529","Sam J. Reid","GWS",23,9480,62
"15530","Charlie Ballard","GCS",23,8110,38
"15531","Jeremy McGovern","WCE",23,9480,57
"15532","Brad Sheppard","WCE",23,11470,60
"15533","Ben McEvoy","HAW",23,11470,17
"15534","Oscar Allen","WCE",23,8730,68
"15535","Jack Steele","STK",23,13570,120
"15536","Jack Billings","STK",23,15310,55
"15537","Shane Savage","STK",23,10620,59
"15538","Tim Membrey","STK",23,10300,79
"15539","Jordan Dawson","SYD",23,11220,107
"15540","Jared Polec","NTH",23,12530,124
"15541","Jay Kennedy Harris","MEL",23,9150,48
"15542","Nick Larkey","NTH",23,7430,53
"15543","Josh Deluca","CAR",23,7100,59
"15544","Zac Fisher","CAR",23,7810,33
"15545","Tom Stewart","GEE",23,12870,111
"15546","Nic Newman","CAR",23,13990,74
"15547","Gryan Miers","GEE",23,9150,59
"15548","Harry Himmelberg","GWS",23,9900,20
"15550","Jack Darling","WCE",23,11980,46
"15551","Jackson Nelson","WCE",23,6660,58
"15552","Luke Shuey","WCE",23,14050,108
"15553","Isaac Smith","HAW",23,12540,77
"15554","Tom Barrass","WCE",23,8130,46
"15555","Dom Sheed","WCE",23,13270,87
"15556","Jack Scrimshaw","HAW",23,8370,42
"15557","Willie Rioli","WCE",23,8880,94
"15558","Kieren Jack","SYD",23,8100,47
"15559","Tom Papley","SYD",23,11410,68
"15560","Luke Parker","SYD",23,14470,96
"15561","Dane Rampe","SYD",23,12780,64
"15562","Blake Acres","STK",23,10440,39
"15563","Luke Dunstan","STK",23,11920,94
"15564","Jack Sinclair","STK",23,8820,60
"15565","Jake Carlisle","STK",23,7270,59
"15566","Tom McCartin","SYD",23,6520,75
"15567","Max Gawn","MEL",23,16150,154
"15568","James Harmes","MEL",23,13010,103
"15569","Nathan Jones","MEL",23,9570,89
"15570","Christian Salem","MEL",23,12340,61
"15571","Billy Stretch","MEL",23,9740,70
"15572","Shaun Atley","NTH",23,9050,67
"15573","Taylor Garner","NTH",23,7980,66
"15574","Robbie Tarrant","NTH",23,8940,74
"15575","Marley Williams","NTH",23,7840,64
"15576","Alex Neal-Bullen","MEL",23,9010,55
"15577","Mason Wood","NTH",23,8550,72
"15578","Christian Petracca","MEL",23,11360,93
"15579","Jake Melksham","MEL",23,10880,54
"15580","Sam Durdin","NTH",23,5000,56
"15581","Cameron Zurhaar","NTH",23,9540,38
"15582","Bayley Fritsch","MEL",23,12230,74
"15583","Levi Casboult","CAR",23,10890,6
"15584","Ed Curnow","CAR",23,14290,99
"15585","Marc Murphy","CAR",23,14270,123
"15586","Zach Tuohy","GEE",23,10000,65
"15587","Luke Dahlhaus","GEE",23,10180,108
"15588","Mark Blicavs","GEE",23,10750,42
"15589","David Cuningham","CAR",23,8660,30
"15590","Jed Bews","GEE",23,6530,70
"15591","Gary Rohan","GEE",23,6490,35
"15592","Harry McKay","CAR",23,9650,33
"15593","Brandan Parfitt","GEE",23,10340,80
"15594","Lochie O'Brien","CAR",23,8250,53
"15595","Sean Lemmens","GCS",23,7210,36
"15596","Lachie Weller","GCS",23,11520,105
"15598","Daniel Lloyd","GWS",23,8280,66
"15599","Ben Ainsworth","GCS",23,9080,96
"15600","David Swallow","GCS",23,12840,65
"15601","Brent Daniels","GWS",23,9370,77
"15602","Sam Taylor","GWS",23,6460,48
"15603","Christopher Burgess","GCS",23,5010,34
"15604","Jack Lukosius","GCS",23,8540,61
"15605","Jamie Cripps","WCE",23,10110,40
"15606","Jack Redden","WCE",23,13130,92
"15607","Shaun Burgoyne","HAW",23,10380,86
"15608","Jack Gunston","HAW",23,10630,79
"15609","Lewis Jetta","WCE",23,8940,80
"15610","Liam Shiels","HAW",23,14180,58
"15611","Ricky Henderson","HAW",23,12450,112
"15612","Jaeger O'Meara","HAW",23,13680,108
"15613","Jake Waterman","WCE",23,8110,88
"15614","Jack Petruccelle","WCE",23,6720,30
"15615","Liam Ryan","WCE",23,8250,61
"15617","Nathan Brown","STK",23,5000,33
"15620","George Hewett","SYD",23,11630,71
"15622","Callum Mills","SYD",23,11020,82
"15628","Josh Bruce","STK",23,9060,57
"15631","Jack Lonie","STK",23,9500,57
"15633","Jack Steven","STK",23,12760,57
"15645","Josh Battle","STK",23,10700,61
"15647","Ben Long","STK",23,7660,40
"15653","Lewis Melican","SYD",23,6890,36
"15668","Callum Wilkie","STK",23,9050,61
"15679","Sam Frost","MEL",23,8320,44
"15689","Jake Lever","MEL",23,9010,51
"15693","Kayne Turner","NTH",23,7540,90
"15695","Nathan Hrovat","NTH",23,8090,55
"15698","Jayden Hunt","MEL",23,7230,52
"15712","Charlie Spargo","MEL",23,7070,48
"15721","Marty Hore","MEL",23,9310,36
"15731","Tarryn Thomas","NTH",23,7950,38
"15739","Jacob Weitering","CAR",23,8050,33
"15742","Mitch McGovern","CAR",23,8220,45
"15745","Lachlan Henderson","GEE",23,8680,52
"15749","Harry Taylor","GEE",23,7620,27
"15751","Lachie Plowman","CAR",23,8250,53
"15756","Matthew Kennedy","CAR",23,7250,63
"15757","Jack Silvagni","CAR",23,9960,23
"15763","Sam Petrevski-Seton","CAR",23,11510,26
"15770","Jack Henry","GEE",23,6890,28
"15772","Mark O'Connor","GEE",23,8510,54
"15775","Will Setterfield","CAR",23,10250,74
"15786","Sam Walsh","CAR",23,13380,94
"15802","Aidan Corr","GWS",23,7030,32
"15803","Phil Davis","GWS",23,9420,88
"15807","Sam Day","GCS",23,8970,22
"15810","Alex Sexton","GCS",23,7320,79
"15815","Aaron Young","GCS",23,8910,54
"15816","Jordan Murdoch","GCS",23,8100,41
"15843","Ben King","GCS",23,6260,41
"15855","Liam Duggan","WCE",23,8950,97
"15865","Luke Breust","HAW",23,8770,92
"15866","James Frawley","HAW",23,7250,68
"15867","Blake Hardwick","HAW",23,10160,68
"15868","Daniel Howe","HAW",23,10010,49
"15870","Paul Puopolo","HAW",23,7720,53
"15872","Ben Stratton","HAW",23,5070,17
"15877","Tim O'Brien","HAW",23,7990,78
"15883","Oliver Hanrahan","HAW",23,6980,59
"15886","Conor Nash","HAW",23,6170,44
"15913","Sam Walsh","CAR",1,9900,87
"15914","Andrew Phillips","CAR",1,10030,83
"15915","Dustin Martin","RIC",1,15270,81
"15916","Trent Cotchin","RIC",1,12450,107
"15917","Toby Nankervis","RIC",1,13980,115
"15918","Will Setterfield","CAR",1,9000,71
"15919","Patrick Cripps","CAR",1,18270,101
"15920","Sam Petrevski-Seton","CAR",1,9480,81
"15921","Michael Gibbons","CAR",1,7500,43
"15922","Zac Fisher","CAR",1,10010,84
"15923","Noah Balta","RIC",1,6920,29
"15924","Marc Murphy","CAR",1,14390,97
"15925","Dion Prestia","RIC",1,13660,84
"15926","Nic Newman","CAR",1,11700,115
"15927","Jack Higgins","RIC",1,10350,83
"15928","Bachar Houli","RIC",1,12160,102
"15929","Alex Fasolo","CAR",1,7110,28
"15930","Jack Graham","RIC",1,9570,106
"15931","Kamdyn McIntosh","RIC",1,8570,67
"15932","Alex Rance","RIC",1,8230,24
"15933","Jayden Short","RIC",1,12390,83
"15934","Kade Simpson","CAR",1,14680,90
"15935","Nathan Broad","RIC",1,7060,32
"15936","David Cuningham","CAR",1,7930,83
"15937","Tom J. Lynch","RIC",1,11670,47
"15938","Jack Riewoldt","RIC",1,13280,32
"15939","Paddy Dow","CAR",1,9140,66
"15940","Ed Curnow","CAR",1,13490,113
"15941","Nick Vlastuin","RIC",1,11320,53
"15942","Harry McKay","CAR",1,9820,77
"15943","Shane Edwards","RIC",1,10670,69
"15944","Kane Lambert","RIC",1,13840,112
"15945","Dan Butler","RIC",1,8850,63
"15946","Charlie Curnow","CAR",1,11220,41
"15947","Dale Thomas","CAR",1,12290,90
"15948","Lachie Plowman","CAR",1,7370,67
"15949","Jacob Weitering","CAR",1,9340,70
"15950","Maverick Weller","RIC",1,10230,60
"15951","David Astbury","RIC",1,8520,26
"15952","Daniel Rioli","RIC",1,10160,67
"15953","Dylan Grimes","RIC",1,9020,40
"15954","Mitch McGovern","CAR",1,10430,53
"15955","Liam Jones","CAR",1,8630,49
"15956","Jarrod Garlett","CAR",1,8540,51
"16004","Max Gawn","MEL",22,17820,111
"16005","Angus Brayshaw","MEL",22,11710,113
"16006","Jake Lloyd","SYD",22,15690,81
"16007","Clayton Oliver","MEL",22,15260,96
"16008","Christian Salem","MEL",22,12320,58
"16009","Ben Ronke","SYD",22,6720,34
"16010","Kade Chandler","MEL",22,5000,60
"16011","James Harmes","MEL",22,12930,92
"16012","Sam Reid","SYD",22,10330,97
"16013","Josh P. Kennedy","SYD",22,13400,82
"16014","Jay Kennedy Harris","MEL",22,9370,51
"16015","Oliver Florent","SYD",22,11520,98
"16016","Isaac Heeney","SYD",22,14250,74
"16017","Kyle Dunkley","MEL",22,7660,22
"16018","Callum Mills","SYD",22,10180,57
"16019","James Rowbottom","SYD",22,8550,82
"16020","Jordan Lewis","MEL",22,8260,80
"16021","Luke Parker","SYD",22,14130,94
"16022","Jack Viney","MEL",22,10860,123
"16023","Alex Neal-Bullen","MEL",22,8550,78
"16024","Corey Wagner","MEL",22,7600,55
"16025","Bayley Fritsch","MEL",22,12350,36
"16026","Jordan Dawson","SYD",22,11760,74
"16027","Michael Hibberd","MEL",22,8860,83
"16028","James Bell","SYD",22,5000,49
"16029","Aliir Aliir","SYD",22,9630,79
"16030","Nick Blakey","SYD",22,7320,81
"16031","Jake Lever","MEL",22,9010,54
"16032","Tom Papley","SYD",22,11310,63
"16033","Daniel Menzel","SYD",22,7420,58
"16034","Marty Hore","MEL",22,9970,44
"16035","Jake Melksham","MEL",22,10500,79
"16036","Ryan Clarke","SYD",22,9600,57
"16037","Charlie Spargo","MEL",22,6870,55
"16038","Dane Rampe","SYD",22,13050,84
"16039","Christian Petracca","MEL",22,11880,81
"16040","Robbie Fox","SYD",22,6390,72
"16041","Sam Frost","MEL",22,8170,50
"16042","George Hewett","SYD",22,11290,73
"16043","Nathan Jones","MEL",22,9600,55
"16044","Billy Stretch","MEL",22,9660,75
"16045","Lewis Melican","SYD",22,6650,52
"16046","Tom McCartin","SYD",22,6570,55
"16047","Kieren Jack","SYD",22,8110,50
"16100","Patrick Wilson","ADE",19,5000,59
"16101","Ed Curnow","CAR",19,13010,91
"16102","Grant Birchall","HAW",19,8180,73
"16103","Andrew Phillips","CAR",19,9350,77
"16104","Jack Billings","STK",19,14500,85
"16105","Reilly O'Brien","ADE",19,15060,114
"16106","Francis Watson","WCE",19,7410,56
"16107","Lachie Neale","BRL",19,13660,110
"16108","Brad Crouch","ADE",19,15860,94
"16109","Jack Newnes","STK",19,8610,38
"16110","Hunter Clark","STK",19,11860,88
"16111","Toby Greene","GWS",19,14030,126
"16112","Tom Hickey","WCE",19,10340,63
"16113","Tyson Stengle","ADE",19,6520,48
"16114","Lachie Whitfield","GWS",19,16020,95
"16115","Tom Rockliff","PTA",19,14830,103
"16116","Jaeger O'Meara","HAW",19,13250,111
"16117","Matt Crouch","ADE",19,14250,89
"16118","Doulton Langlands","STK",19,6160,75
"16119","Tim Taranto","GWS",19,16710,109
"16120","Paul Seedsman","ADE",19,9630,71
"16121","Andrew Gaff","WCE",19,15670,103
"16122","Patrick Cripps","CAR",19,14230,141
"16123","Angus Brayshaw","MEL",19,11100,66
"16124","Chad Wingard","HAW",19,9590,64
"16125","Tom Lynch","ADE",19,13440,71
"16126","Sebastian Ross","STK",19,12060,146
"16127","Brodie Smith","ADE",19,12030,102
"16128","Jack Steele","STK",19,12600,114
"16129","Zac Williams","GWS",19,13580,92
"16130","Jarryd Lyons","BRL",19,14540,98
"16132","Rory Sloane","ADE",19,14160,107
"16133","Elliot Yeo","WCE",19,15470,105
"16134","Chris Masten","WCE",19,9530,72
"16135","Robbie Gray","PTA",19,12270,78
"16136","James Sicily","HAW",19,11650,72
"16137","Kade Simpson","CAR",19,10050,142
"16138","Nic Newman","CAR",19,13090,68
"16139","Brad Sheppard","WCE",19,11620,63
"16140","Blake Acres","STK",19,9810,96
"16141","Bayley Fritsch","MEL",19,11900,59
"16142","Liam Shiels","HAW",19,14290,109
"16143","Mitch Lewis","HAW",19,8990,48
"16144","Levi Casboult","CAR",19,10140,96
"16145","Rory Laird","ADE",19,13390,92
"16146","Todd Goldstein","NTH",19,12610,87
"16147","Max Gawn","MEL",19,16310,128
"16148","Shane Savage","STK",19,11250,54
"16149","Rowan Marshall","STK",19,13410,82
"16150","Justin Westhoff","PTA",19,11790,72
"16151","Jacob Hopper","GWS",19,12920,104
"16152","Lincoln McCarthy","BRL",19,9370,72
"16153","Daniel Howe","HAW",19,10540,58
"16154","Ben McEvoy","HAW",19,12240,104
"16155","Rory Atkins","ADE",19,12200,40
"16156","Jack Silvagni","CAR",19,10010,72
"16157","Josh Deluca","CAR",19,5800,58
"16158","Will Setterfield","CAR",19,9690,89
"16159","Josh J. Kennedy","WCE",19,8270,102
"16160","Clayton Oliver","MEL",19,15130,109
